"About the data: Exported on Jan 08, 2025. Criteria: '(LLM) AND (HLS) AND (FPGA)' in full data; Publication Type is Preprint or Proceeding.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2025 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1473,pub.1172101532,10.48550/arxiv.2405.16072,,,SynthAI: A Multi Agent Generative AI Framework for Automated Modular HLS Design Generation,"In this paper, we introduce SynthAI, a new method for the automated creation
of High-Level Synthesis (HLS) designs. SynthAI integrates ReAct agents,
Chain-of-Thought (CoT) prompting, web search technologies, and the
Retrieval-Augmented Generation (RAG) framework within a structured decision
graph. This innovative approach enables the systematic decomposition of complex
hardware design tasks into multiple stages and smaller, manageable modules. As
a result, SynthAI produces synthesizable designs that closely adhere to
user-specified design objectives and functional requirements. We further
validate the capabilities of SynthAI through several case studies, highlighting
its proficiency in generating complex, multi-module logic designs from a single
initial prompt. The SynthAI code is provided via the following repo:
\url{https://github.com/sarashs/FPGA_AGI}",,,arXiv,,,,2024-05-25,2024,,,,,,All OA; Green,Preprint,"Sheikholeslam, Seyed Arash; Ivanov, Andre","Sheikholeslam, Seyed Arash (); Ivanov, Andre ()",,"Sheikholeslam, Seyed Arash (); Ivanov, Andre ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1172101532,33 Built Environment and Design; 3303 Design; 46 Information and Computing Sciences; 4602 Artificial Intelligence,
1467,pub.1176220951,10.1109/lad62341.2024.10691860,,,An Iteratively-refined Dataset for High-Level Synthesis Functional Verification through LLM-Aided Bug Injection,"This paper explores the application of Large Language Models (LLMs) in the domain of High-Level Synthesis (HLS) for hardware design and verification, focusing on functional verification challenges. The scarcity of open-source HLS codebases, especially those containing bugs, poses a significant challenge, as LLMs require extensive datasets for efficient fine-tuning and evaluation. To tackle this, we introduce an innovative bug injection methodology working with a new dataset that we curated from a wide range of open-source HLS benchmark suites. This dataset features over 1,500 designs, with both the version injected with bugs and the corresponding bug-free version. Our bug injection method synergizes In-Context Learning (ICL) with Retrieval Augmented Generation (RAG), and Chain of Thought (CoT). This approach significantly boosts the dataset’s overall validity rate for single-bug injections. We demonstrate our solution quality using GPT-4 Turbo for injecting either logic bugs or non-ideal pragmas (compiler directives) into HLS designs. For logic bugs, we achieve an 84.8% ratio for valid injection attempts. Furthermore, our approach maintains an 88.0% dataset validity rate (the valid bug injection rate). In addition, we also evaluate the quality of HLS pragma injections (focusing on non-ideal pragmas), and achieve a 74.0% attempt and an 87.9% valid injection ratio. Compared to brute-force prompting, our strategy yields a 20.4% and a 54.0% validity improvement for the bug and non-ideal pragma injection, respectively. The Chrysalis dataset is accessible at https://github.com/UIUC-ChenLab/Chrysalis-HLS .","This work was supported in part by the Semiconductor Research Corporation (SRC) under the grant number 2023-CT-3175, and by the AMD Center of Excellence at UIUC. We would also like to extend our appreciation to Xiaofan Zhang from Google for the valuable discussions and insights provided.","This work was supported in part by the Semiconductor Research Corporation (SRC) under the grant number 2023-CT-3175, and by the AMD Center of Excellence at UIUC.",,2024 IEEE LLM Aided Design Workshop (LAD),,,2024-06-29,2024,,2024-06-29,00,,1-6,Closed,Proceeding,"Wan, Lily Jiaxin; Ye, Hanchen; Wang, Jinghua; Jha, Manvi; Chen, Deming","Wan, Lily Jiaxin (University of Illinois Urbana-Champaign); Ye, Hanchen (University of Illinois Urbana-Champaign); Wang, Jinghua (University of Illinois Urbana-Champaign); Jha, Manvi (University of Illinois Urbana-Champaign); Chen, Deming (University of Illinois Urbana-Champaign)","Wan, Lily Jiaxin (University of Illinois Urbana-Champaign)","Wan, Lily Jiaxin (University of Illinois Urbana-Champaign); Ye, Hanchen (University of Illinois Urbana-Champaign); Wang, Jinghua (University of Illinois Urbana-Champaign); Jha, Manvi (University of Illinois Urbana-Champaign); Chen, Deming (University of Illinois Urbana-Champaign)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1176220951,33 Built Environment and Design; 40 Engineering; 4008 Electrical Engineering,
1455,pub.1172946157,10.48550/arxiv.2406.10903,,,"New Solutions on LLM Acceleration, Optimization, and Application","Large Language Models (LLMs) have become extremely potent instruments with
exceptional capacities for comprehending and producing human-like text in a
wide range of applications. However, the increasing size and complexity of LLMs
present significant challenges in both training and deployment, leading to
substantial computational and storage costs as well as heightened energy
consumption. In this paper, we provide a review of recent advancements and
research directions aimed at addressing these challenges and enhancing the
efficiency of LLM-based systems. We begin by discussing algorithm-level
acceleration techniques focused on optimizing LLM inference speed and resource
utilization. We also explore LLM-hardware co-design strategies with a vision to
improve system efficiency by tailoring hardware architectures to LLM
requirements. Further, we delve into LLM-to-accelerator compilation approaches,
which involve customizing hardware accelerators for efficient LLM deployment.
Finally, as a case study to leverage LLMs for assisting circuit design, we
examine LLM-aided design methodologies for an important task: High-Level
Synthesis (HLS) functional verification, by creating a new dataset that
contains a large number of buggy and bug-free codes, which can be essential for
training LLMs to specialize on HLS verification and debugging. For each aspect
mentioned above, we begin with a detailed background study, followed by the
presentation of several novel solutions proposed to overcome specific
challenges. We then outline future research directions to drive further
advancements. Through these efforts, we aim to pave the way for more efficient
and scalable deployment of LLMs across a diverse range of applications.",,,arXiv,,,,2024-06-16,2024,,,,,,All OA; Green,Preprint,"Huang, Yingbing; Wan, Lily Jiaxin; Ye, Hanchen; Jha, Manvi; Wang, Jinghua; Li, Yuhong; Zhang, Xiaofan; Chen, Deming","Huang, Yingbing (); Wan, Lily Jiaxin (); Ye, Hanchen (); Jha, Manvi (); Wang, Jinghua (); Li, Yuhong (); Zhang, Xiaofan (); Chen, Deming ()",,"Huang, Yingbing (); Wan, Lily Jiaxin (); Ye, Hanchen (); Jha, Manvi (); Wang, Jinghua (); Li, Yuhong (); Zhang, Xiaofan (); Chen, Deming ()",1,1,,,,https://app.dimensions.ai/details/publication/pub.1172946157,"40 Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences",7 Affordable and Clean Energy
1446,pub.1170335282,10.1145/3626202.3637600,,,A Comprehensive Evaluation of FPGA-Based Spatial Acceleration of LLMs,"Recent advancements in large language models (LLMs) have generated significant demands for efficient deployment in inference workloads. Most existing approaches rely on temporal architectures that reuse hardware units for different network layers and operators. However, these methods often encounter challenges in achieving low latency due to considerable memory access overhead. This paper investigates the feasibility and potential of model-specific spatial acceleration for LLM inference on FPGAs. Our approach involves the specialization of distinct hardware units for specific operators, facilitating direct communication between them through a dataflow architecture while minimizing off-chip memory accesses. We introduce a comprehensive analytical model for estimating the performance of a spatial LLM accelerator, considering the available hardware resources on an FPGA. Through our analysis, we can determine the scenarios in which FPGA-based spatial acceleration can outperform its GPU-based counterpart. To enable more productive implementations of an LLM model on FPGAs, we further provide a library of high-level synthesis (HLS) kernels that are composable and reusable. To validate the effectiveness of both our analytical model and HLS library, we have implemented BERT and GPT2 on an AMD Alveo U280 FPGA. Experimental results demonstrate our approach can achieve up to 16.1x speedup when compared to previous FPGA-based accelerators for the BERT model. For GPT generative inference, we attain a 2.2x speedup compared to DFX, an FPGA overlay, in the prefill stage, while achieving a 1.9x speedup and a 5.7x improvement in energy efficiency compared to the NVIDIA A100 GPU in the decode stage.",,,,Proceedings of the 2024 ACM/SIGDA International Symposium on Field Programmable Gate Arrays,,,2024-04-02,2024,2024-04-02,2024-04,,,185-185,Closed,Proceeding,"Chen, Hongzheng; Zhang, Jiahao; Du, Yixiao; Xiang, Shaojie; Yue, Zichao; Zhang, Niansong; Cai, Yaohui; Zhang, Zhiru","Chen, Hongzheng (Cornell University, Ithaca, USA); Zhang, Jiahao (Tsinghua University, Beijing, China); Du, Yixiao (Cornell University, Ithaca, USA); Xiang, Shaojie (Cornell University, Ithaca, USA); Yue, Zichao (Cornell University, Ithaca, USA); Zhang, Niansong (Cornell University, Ithaca, USA); Cai, Yaohui (Cornell University, Ithaca, USA); Zhang, Zhiru (Cornell University, Ithaca, USA)",,"Chen, Hongzheng (Cornell University); Zhang, Jiahao (Tsinghua University); Du, Yixiao (Cornell University); Xiang, Shaojie (Cornell University); Yue, Zichao (Cornell University); Zhang, Niansong (Cornell University); Cai, Yaohui (Cornell University); Zhang, Zhiru (Cornell University)",4,4,,,,https://app.dimensions.ai/details/publication/pub.1170335282,"33 Built Environment and Design; 3301 Architecture; 40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences",7 Affordable and Clean Energy
1441,pub.1166542036,10.1109/iccad57390.2023.10323953,,,GPT4AIGChip: Towards Next-Generation AI Accelerator Design Automation via Large Language Models,"The remarkable capabilities and intricate nature of Artificial Intelligence (AI) have dramatically escalated the imperative for specialized AI accelerators. Nonetheless, designing these accelerators for various AI workloads remains both labor- and time-intensive. While existing design exploration and automation tools can partially alleviate the need for extensive human involvement, they still demand substantial hardware expertise, posing a barrier to non-experts and stifling AI accelerator development. Motivated by the astonishing potential of large language models (LLMs) for generating high-quality content in response to human language instructions, we embark on this work to examine the possibility of harnessing LLMs to automate AI accelerator design. Through this endeavor, we develop GPT4AIGChip, a framework intended to democratize AI accelerator design by leveraging human natural languages instead of domain-specific languages. Specifically, we first perform an in-depth investigation into LLMs' limitations and capabilities for AI accelerator design, thus aiding our understanding of our current position and garnering insights into LLM-powered automated AI accelerator design. Furthermore, drawing inspiration from the above insights, we develop a framework called GPT4AIGChip, which features an automated demo-augmented prompt-generation pipeline utilizing in-context learning to guide LLMs towards creating high-quality AI accelerator design. To our knowledge, this work is the first to demonstrate an effective pipeline for LLM-powered automated AI accelerator generation. Accordingly, we anticipate that our insights and framework can serve as a catalyst for innovations in next-generation LLM-powered design automation tools.","The work is supported by the National Science Foundation (NSF) through the CCRI program (Award number: 2016727), an NSF CAREER award (Award number: 2048183), and CoCoSys, one of the seven centers in JUMP 2.0, a Semiconductor Research Corporation (SRC) program sponsored by DARPA.","The work is supported by the National Science Foundation (NSF) through the CCRI program (Award number: 2016727), an NSF CAREER award (Award number: 2048183), and CoCoSys, one of the seven centers in JUMP 2.0, a Semiconductor Research Corporation (SRC) program sponsored by DARPA.",,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD),,,2023-11-02,2023,,2023-11-02,00,,1-9,All OA; Green,Proceeding,"Fu, Yonggan; Zhang, Yongan; Yu, Zhongzhi; Li, Sixu; Ye, Zhifan; Li, Chaojian; Wan, Cheng; Lin, Yingyan Celine","Fu, Yonggan (School of Computer Science, Georgia Institute of Technology); Zhang, Yongan (School of Computer Science, Georgia Institute of Technology); Yu, Zhongzhi (School of Computer Science, Georgia Institute of Technology); Li, Sixu (School of Computer Science, Georgia Institute of Technology); Ye, Zhifan (School of Computer Science, Georgia Institute of Technology); Li, Chaojian (School of Computer Science, Georgia Institute of Technology); Wan, Cheng (School of Computer Science, Georgia Institute of Technology); Lin, Yingyan Celine (School of Computer Science, Georgia Institute of Technology)","Fu, Yonggan (Georgia Institute of Technology); Zhang, Yongan (Georgia Institute of Technology); Yu, Zhongzhi (Georgia Institute of Technology)","Fu, Yonggan (Georgia Institute of Technology); Zhang, Yongan (Georgia Institute of Technology); Yu, Zhongzhi (Georgia Institute of Technology); Li, Sixu (Georgia Institute of Technology); Ye, Zhifan (Georgia Institute of Technology); Li, Chaojian (Georgia Institute of Technology); Wan, Cheng (Georgia Institute of Technology); Lin, Yingyan Celine (Georgia Institute of Technology)",27,27,,26.94,https://arxiv.org/pdf/2309.10730,https://app.dimensions.ai/details/publication/pub.1166542036,46 Information and Computing Sciences; 4608 Human-Centred Computing,
1439,pub.1164204468,10.48550/arxiv.2309.10730,,,GPT4AIGChip: Towards Next-Generation AI Accelerator Design Automation via Large Language Models,"The remarkable capabilities and intricate nature of Artificial Intelligence
(AI) have dramatically escalated the imperative for specialized AI
accelerators. Nonetheless, designing these accelerators for various AI
workloads remains both labor- and time-intensive. While existing design
exploration and automation tools can partially alleviate the need for extensive
human involvement, they still demand substantial hardware expertise, posing a
barrier to non-experts and stifling AI accelerator development. Motivated by
the astonishing potential of large language models (LLMs) for generating
high-quality content in response to human language instructions, we embark on
this work to examine the possibility of harnessing LLMs to automate AI
accelerator design. Through this endeavor, we develop GPT4AIGChip, a framework
intended to democratize AI accelerator design by leveraging human natural
languages instead of domain-specific languages. Specifically, we first perform
an in-depth investigation into LLMs' limitations and capabilities for AI
accelerator design, thus aiding our understanding of our current position and
garnering insights into LLM-powered automated AI accelerator design.
Furthermore, drawing inspiration from the above insights, we develop a
framework called GPT4AIGChip, which features an automated demo-augmented
prompt-generation pipeline utilizing in-context learning to guide LLMs towards
creating high-quality AI accelerator design. To our knowledge, this work is the
first to demonstrate an effective pipeline for LLM-powered automated AI
accelerator generation. Accordingly, we anticipate that our insights and
framework can serve as a catalyst for innovations in next-generation
LLM-powered design automation tools.",,,arXiv,,,,2023-09-19,2023,,,,,,All OA; Green,Preprint,"Fu, Yonggan; Zhang, Yongan; Yu, Zhongzhi; Li, Sixu; Ye, Zhifan; Li, Chaojian; Wan, Cheng; Lin, Yingyan","Fu, Yonggan (); Zhang, Yongan (); Yu, Zhongzhi (); Li, Sixu (); Ye, Zhifan (); Li, Chaojian (); Wan, Cheng (); Lin, Yingyan ()",,"Fu, Yonggan (); Zhang, Yongan (); Yu, Zhongzhi (); Li, Sixu (); Ye, Zhifan (); Li, Chaojian (); Wan, Cheng (); Lin, Yingyan ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1164204468,46 Information and Computing Sciences; 4608 Human-Centred Computing,
1436,pub.1174904085,10.48550/arxiv.2408.10428,,,Are LLMs Any Good for High-Level Synthesis?,"The increasing complexity and demand for faster, energy-efficient hardware
designs necessitate innovative High-Level Synthesis (HLS) methodologies. This
paper explores the potential of Large Language Models (LLMs) to streamline or
replace the HLS process, leveraging their ability to understand natural
language specifications and refactor code. We survey the current research and
conduct experiments comparing Verilog designs generated by a standard HLS tool
(Vitis HLS) with those produced by LLMs translating C code or natural language
specifications. Our evaluation focuses on quantifying the impact on
performance, power, and resource utilization, providing an assessment of the
efficiency of LLM-based approaches. This study aims to illuminate the role of
LLMs in HLS, identifying promising directions for optimized hardware design in
applications such as AI acceleration, embedded systems, and high-performance
computing.",,,arXiv,,,,2024-08-19,2024,,,,,,All OA; Green,Preprint,"Liao, Yuchao; Adegbija, Tosiron; Lysecky, Roman","Liao, Yuchao (); Adegbija, Tosiron (); Lysecky, Roman ()",,"Liao, Yuchao (); Adegbija, Tosiron (); Lysecky, Roman ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174904085,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware",7 Affordable and Clean Energy
1433,pub.1174388707,10.48550/arxiv.2408.00462,,,Designing Efficient LLM Accelerators for Edge Devices,"The increase in open-source availability of Large Language Models (LLMs) has
enabled users to deploy them on more and more resource-constrained edge devices
to reduce reliance on network connections and provide more privacy. However,
the high computation and memory demands of LLMs make their execution on
resource-constrained edge devices challenging and inefficient. To address this
issue, designing new and efficient edge accelerators for LLM inference is
crucial. FPGA-based accelerators are ideal for LLM acceleration due to their
reconfigurability, as they enable model-specific optimizations and higher
performance per watt. However, creating and integrating FPGA-based accelerators
for LLMs (particularly on edge devices) has proven challenging, mainly due to
the limited hardware design flows for LLMs in existing FPGA platforms.
  To tackle this issue, in this paper we first propose a new design platform,
named SECDA-LLM, that utilizes the SECDA methodology to streamline the process
of designing, integrating, and deploying efficient FPGA-based LLM accelerators
for the llama.cpp inference framework. We then demonstrate, through a case
study, the potential benefits of SECDA-LLM by creating a new MatMul accelerator
that supports block floating point quantized operations for LLMs. Our initial
accelerator design, deployed on the PYNQ-Z1 board, reduces latency 1.7 seconds
per token or ~2 seconds per word) by 11x over the dual-core Arm NEON-based CPU
execution for the TinyLlama model.",,,arXiv,,,,2024-08-01,2024,,,,,,All OA; Green,Preprint,"Haris, Jude; Saha, Rappy; Hu, Wenhao; Cano, José","Haris, Jude (); Saha, Rappy (); Hu, Wenhao (); Cano, José ()",,"Haris, Jude (); Saha, Rappy (); Hu, Wenhao (); Cano, José ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174388707,33 Built Environment and Design; 3301 Architecture; 46 Information and Computing Sciences,7 Affordable and Clean Energy
1419,pub.1171095269,10.48550/arxiv.2404.16158,,,The Feasibility of Implementing Large-Scale Transformers on Multi-FPGA Platforms,"FPGAs are rarely mentioned when discussing the implementation of large
machine learning applications, such as Large Language Models (LLMs), in the
data center. There has been much evidence showing that single FPGAs can be
competitive with GPUs in performance for some computations, especially for low
latency, and often much more efficient when power is considered. This suggests
that there is merit to exploring the use of multiple FPGAs for large machine
learning applications. The challenge with using multiple FPGAs is that there is
no commonly-accepted flow for developing and deploying multi-FPGA applications,
i.e., there are no tools to describe a large application, map it to multiple
FPGAs and then deploy the application on a multi-FPGA platform. In this paper,
we explore the feasibility of implementing large transformers using multiple
FPGAs by developing a scalable multi-FPGA platform and some tools to map large
applications to the platform. We validate our approach by designing an
efficient multi-FPGA version of the I-BERT transformer and implement one
encoder using six FPGAs as a working proof-of-concept to show that our platform
and tools work. Based on our proof-of-concept prototype and the estimations of
performance using the latest FPGAs compared to GPUs, we conclude that there can
be a place for FPGAs in the world of large machine learning applications. We
demonstrate a promising first step that shows that with the right
infrastructure and tools it is reasonable to continue to explore the possible
benefits of using FPGAs for applications such as LLMs.",,,arXiv,,,,2024-04-24,2024,,,,,,All OA; Green,Preprint,"Gao, Yu; Vega, Juan Camilo; Chow, Paul","Gao, Yu (); Vega, Juan Camilo (); Chow, Paul ()",,"Gao, Yu (); Vega, Juan Camilo (); Chow, Paul ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1171095269,46 Information and Computing Sciences; 4602 Artificial Intelligence,
1403,pub.1169619528,10.48550/arxiv.2403.06664,,,Smart-Infinity: Fast Large Language Model Training using Near-Storage Processing on a Real System,"The recent huge advance of Large Language Models (LLMs) is mainly driven by
the increase in the number of parameters. This has led to substantial memory
capacity requirements, necessitating the use of dozens of GPUs just to meet the
capacity. One popular solution to this is storage-offloaded training, which
uses host memory and storage as an extended memory hierarchy. However, this
obviously comes at the cost of storage bandwidth bottleneck because storage
devices have orders of magnitude lower bandwidth compared to that of GPU device
memories. Our work, Smart-Infinity, addresses the storage bandwidth bottleneck
of storage-offloaded LLM training using near-storage processing devices on a
real system. The main component of Smart-Infinity is SmartUpdate, which
performs parameter updates on custom near-storage accelerators. We identify
that moving parameter updates to the storage side removes most of the storage
traffic. In addition, we propose an efficient data transfer handler structure
to address the system integration issues for Smart-Infinity. The handler allows
overlapping data transfers with fixed memory consumption by reusing the device
buffer. Lastly, we propose accelerator-assisted gradient
compression/decompression to enhance the scalability of Smart-Infinity. When
scaling to multiple near-storage processing devices, the write traffic on the
shared channel becomes the bottleneck. To alleviate this, we compress the
gradients on the GPU and decompress them on the accelerators. It provides
further acceleration from reduced traffic. As a result, Smart-Infinity achieves
a significant speedup compared to the baseline. Notably, Smart-Infinity is a
ready-to-use approach that is fully integrated into PyTorch on a real system.
We will open-source Smart-Infinity to facilitate its use.",,,arXiv,,,,2024-03-11,2024,,,,,,All OA; Green,Preprint,"Jang, Hongsun; Song, Jaeyong; Jung, Jaewon; Park, Jaeyoung; Kim, Youngsok; Lee, Jinho","Jang, Hongsun (); Song, Jaeyong (); Jung, Jaewon (); Park, Jaeyoung (); Kim, Youngsok (); Lee, Jinho ()",,"Jang, Hongsun (); Song, Jaeyong (); Jung, Jaewon (); Park, Jaeyoung (); Kim, Youngsok (); Lee, Jinho ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1169619528,40 Engineering; 46 Information and Computing Sciences; 4605 Data Management and Data Science,7 Affordable and Clean Energy
